,field,ra,dec
0,HYDRA-0011,150.7708333,-23.90861111
1,HYDRA-0012,152.3083333,-23.90861111
2,HYDRA-0013,153.8458333,-23.90861111
3,HYDRA-0014,155.3833333,-23.90861111
4,HYDRA-0015,156.925,-23.90861111
5,HYDRA-0016,158.4625,-23.90861111
6,HYDRA-0017,160.0,-23.90861111
7,HYDRA-0018,161.5375,-23.90861111
8,HYDRA-0019,163.075,-23.90861111
9,HYDRA-0020,164.6166667,-23.90861111
10,HYDRA-0021,151.1708333,-25.30027778
11,HYDRA-0022,152.7291667,-25.30027778
12,HYDRA-0023,154.2875,-25.30027778
13,HYDRA-0024,155.8458333,-25.30027778
14,HYDRA-0025,157.4041667,-25.30027778
15,HYDRA-0026,158.9625,-25.30027778
16,HYDRA-0027,160.5208333,-25.30027778
17,HYDRA-0028,162.0791667,-25.30027778
18,HYDRA-0029,163.6375,-25.30027778
19,HYDRA-0030,150.0,-26.68972222
20,HYDRA-0031,151.5791667,-26.68972222
21,HYDRA-0032,153.1583333,-26.68972222
22,HYDRA-0033,154.7375,-26.68972222
23,HYDRA-0034,156.3166667,-26.68972222
24,HYDRA-0035,157.8958333,-26.68972222
25,HYDRA-0036,159.475,-26.68972222
26,HYDRA-0037,161.0541667,-26.68972222
27,HYDRA-0038,162.6333333,-26.68972222
28,HYDRA-0039,164.2125,-26.68972222
29,HYDRA-0040,151.3291667,-28.07722222
30,HYDRA-0041,152.9208333,-28.07722222
31,HYDRA-0042,154.5125,-28.07722222
32,HYDRA-0043,156.1041667,-28.07722222
33,HYDRA-0044,157.7,-28.07722222
34,HYDRA-0045,159.2916667,-28.07722222
35,HYDRA-0046,160.8833333,-28.07722222
36,HYDRA-0047,162.4791667,-28.07722222
37,HYDRA-0048,164.0708333,-28.07722222
38,HYDRA-0049,150.1333333,-29.46305556
39,HYDRA-0050,151.75,-29.46305556
40,HYDRA-0051,153.3625,-29.46305556
41,HYDRA-0052,154.9791667,-29.46305556
42,HYDRA-0053,156.5916667,-29.46305556
43,HYDRA-0054,158.2083333,-29.46305556
44,HYDRA-0055,159.8208333,-29.46305556
45,HYDRA-0056,161.4333333,-29.46305556
46,HYDRA-0057,163.05,-29.46305556
47,HYDRA-0058,164.6625,-29.46305556
48,HYDRA-0059,150.5458333,-30.84722222
49,HYDRA-0060,152.1833333,-30.84722222
50,HYDRA-0061,153.8166667,-30.84722222
51,HYDRA-0062,155.4541667,-30.84722222
52,HYDRA-0063,157.0916667,-30.84722222
53,HYDRA-0064,158.7291667,-30.84722222
54,HYDRA-0065,160.3625,-30.84722222
55,HYDRA-0066,162.0,-30.84722222
56,HYDRA-0067,163.6375,-30.84722222
57,HYDRA-0068,150.9666667,-32.22916667
58,HYDRA-0069,152.625,-32.22916667
59,HYDRA-0070,154.2875,-32.22916667
60,HYDRA-0071,155.9458333,-32.22916667
61,HYDRA-0072,157.6041667,-32.22916667
62,HYDRA-0073,159.2625,-32.22916667
63,HYDRA-0074,160.9208333,-32.22916667
64,HYDRA-0075,162.5791667,-32.22916667
65,HYDRA-0076,164.2416667,-32.22916667
66,HYDRA-0077,150.4208333,-33.60916667
67,HYDRA-0078,152.1125,-33.60916667
68,HYDRA-0079,153.8041667,-33.60916667
69,HYDRA-0080,155.4916667,-33.60916667
70,HYDRA-0081,157.1833333,-33.60916667
71,HYDRA-0082,158.875,-33.60916667
72,HYDRA-0083,160.5625,-33.60916667
73,HYDRA-0084,162.2541667,-33.60916667
74,HYDRA-0085,163.9416667,-33.60916667
75,HYDRA-0086,150.8583333,-34.98666667
76,HYDRA-0087,152.5708333,-34.98666667
77,HYDRA-0088,154.2875,-34.98666667
78,HYDRA-0089,156.0,-34.98666667
79,HYDRA-0091,159.4291667,-34.98666667
80,HYDRA-0092,161.1416667,-34.98666667
81,HYDRA-0093,162.8583333,-34.98666667
82,HYDRA-0094,164.5708333,-34.98666667
83,HYDRA-0095,151.3041667,-36.3625
84,HYDRA-0096,153.0416667,-36.3625
85,HYDRA-0097,154.7833333,-36.3625
86,HYDRA-0098,156.5208333,-36.3625
87,HYDRA-0099,158.2625,-36.3625
88,HYDRA-0100,160.0,-36.3625
89,HYDRA-0101,161.7375,-36.3625
90,HYDRA-0102,163.4791667,-36.3625
91,HYDRA-0103,150.7375,-37.73611111
92,HYDRA-0104,152.5125,-37.73611111
93,HYDRA-0105,154.2875,-37.73611111
94,HYDRA-0106,156.0583333,-37.73611111
95,HYDRA-0107,157.8333333,-37.73611111
96,HYDRA-0108,159.6041667,-37.73611111
97,HYDRA-0109,161.3791667,-37.73611111
98,HYDRA-0110,163.1541667,-37.73611111
99,HYDRA-0111,164.925,-37.73611111
100,HYDRA-0112,150.15,-39.10722222
101,HYDRA-0113,151.9583333,-39.10722222
102,HYDRA-0114,153.7708333,-39.10722222
103,HYDRA-0115,155.5791667,-39.10722222
104,HYDRA-0116,157.3875,-39.10722222
105,HYDRA-0117,159.1958333,-39.10722222
106,HYDRA-0118,161.0041667,-39.10722222
107,HYDRA-0119,162.8125,-39.10722222
108,HYDRA-0120,164.625,-39.10722222
109,HYDRA-0121,151.3833333,-40.47611111
110,HYDRA-0122,153.2291667,-40.47611111
111,HYDRA-0123,155.075,-40.47611111
112,HYDRA-0124,156.925,-40.47611111
113,HYDRA-0125,158.7708333,-40.47611111
114,HYDRA-0126,160.6166667,-40.47611111
115,HYDRA-0127,162.4625,-40.47611111
116,HYDRA-0128,164.3083333,-40.47611111
117,HYDRA-0129,150.7833333,-41.84222222
118,HYDRA-0130,152.6708333,-41.84222222
119,HYDRA-0131,154.5541667,-41.84222222
120,HYDRA-0132,156.4416667,-41.84222222
121,HYDRA-0133,158.325,-41.84222222
122,HYDRA-0134,160.2083333,-41.84222222
123,HYDRA-0135,162.0958333,-41.84222222
124,HYDRA-0136,163.9791667,-41.84222222
125,HYDRA-0137,150.1625,-43.20583333
126,HYDRA-0138,152.0875,-43.20583333
127,HYDRA-0139,154.0125,-43.20583333
128,HYDRA-0140,155.9375,-43.20583333
129,HYDRA-0141,157.8625,-43.20583333
130,HYDRA-0142,159.7875,-43.20583333
131,HYDRA-0143,161.7125,-43.20583333
132,HYDRA-0144,163.6375,-43.20583333
133,HYDRA-0145,151.475,-44.56694444
134,HYDRA-0146,153.4416667,-44.56694444
135,HYDRA-0147,155.4083333,-44.56694444
136,HYDRA-0148,157.375,-44.56694444
137,HYDRA-0149,159.3458333,-44.56694444
138,HYDRA-0150,161.3125,-44.56694444
139,HYDRA-0151,163.2791667,-44.56694444
140,HYDRA-0152,150.8375,-45.92527778
141,HYDRA-0153,152.85,-45.92527778
142,HYDRA-0154,154.8583333,-45.92527778
143,HYDRA-0155,156.8708333,-45.92527778
144,HYDRA-0156,158.8833333,-45.92527778
145,HYDRA-0157,160.8958333,-45.92527778
146,HYDRA-0158,162.9041667,-45.92527778
147,HYDRA-0159,164.9166667,-45.92527778
148,HYDRA-0160,150.1708333,-47.28111111
149,HYDRA-0161,152.2291667,-47.28111111
150,HYDRA-0162,154.2875,-47.28111111
151,HYDRA-0163,156.3416667,-47.28111111
152,HYDRA-0164,158.4,-47.28111111
153,HYDRA-0165,160.4583333,-47.28111111
154,HYDRA-0166,162.5125,-47.28111111
155,HYDRA-0167,164.5708333,-47.28111111
156,HYDRA-0173,150.9791667,-39.3
157,HYDRA-D-0001,158.3541667,-34.635
158,HYDRA-D-0002,156.6791667,-34.63194444
159,HYDRA-D-0003,158.3666667,-36.00527778
160,HYDRA-D-0004,156.6666667,-36.00805556
767,SPLUS-n01s01,150.7916667,0.0
768,SPLUS-n01s02,152.15,0.0
769,SPLUS-n01s03,153.5083333,0.0
770,SPLUS-n01s04,154.8666667,0.0
771,SPLUS-n01s05,156.225,0.0
772,SPLUS-n01s06,157.5833333,0.0
773,SPLUS-n01s07,158.9416667,0.0
774,SPLUS-n01s08,160.3,0.0
775,SPLUS-n01s09,161.6583333,0.0
776,SPLUS-n01s10,163.0208333,0.0
777,SPLUS-n01s18,173.8875,0.0
778,SPLUS-n01s19,175.2458333,0.0
779,SPLUS-n01s20,176.6041667,0.0
780,SPLUS-n01s21,177.9625,0.0
781,SPLUS-n01s22,179.3208333,0.0
782,SPLUS-n01s23,180.6791667,0.0
783,SPLUS-n01s24,182.0375,0.0
784,SPLUS-n01s25,183.3958333,0.0
785,SPLUS-n01s26,184.7541667,0.0
786,SPLUS-n01s27,186.1125,0.0
787,SPLUS-n01s28,187.4708333,0.0
788,SPLUS-n01s37,199.7,0.0
789,SPLUS-n01s38,201.0583333,0.0
790,SPLUS-n01s45,210.5666667,0.0
791,SPLUS-n01s46,211.925,0.0
792,SPLUS-n01s47,213.2833333,0.0
793,SPLUS-n01s48,214.6416667,0.0
794,SPLUS-n01s49,216.0,0.0
795,SPLUS-n01s50,217.3583333,0.0
796,SPLUS-n01s51,218.7166667,0.0
797,SPLUS-n01s52,220.075,0.0
798,SPLUS-n01s53,221.4333333,0.0
799,SPLUS-n01s54,222.7916667,0.0
800,SPLUS-n01s55,224.15,0.0
801,SPLUS-n02n01,150.7916667,1.359303
802,SPLUS-n02n02,152.15,1.359303
803,SPLUS-n02n03,153.5083333,1.359303
804,SPLUS-n02n04,154.8666667,1.359303
805,SPLUS-n02n05,156.225,1.359303
806,SPLUS-n02n06,157.5833333,1.359303
807,SPLUS-n02n07,158.9416667,1.359303
808,SPLUS-n02n18,173.8875,1.359303
809,SPLUS-n02n19,175.2458333,1.359303
810,SPLUS-n02n20,176.6041667,1.359303
811,SPLUS-n02n21,177.9625,1.359303
812,SPLUS-n02n22,179.3208333,1.359303
813,SPLUS-n02n23,180.6791667,1.359303
814,SPLUS-n02n24,182.0375,1.359303
815,SPLUS-n02n25,183.3958333,1.359303
816,SPLUS-n02n26,184.7541667,1.359303
817,SPLUS-n02n27,186.1125,1.359303
818,SPLUS-n02n28,187.4708333,1.359303
819,SPLUS-n02n44,209.2083333,1.359303
820,SPLUS-n02n45,210.5666667,1.359303
821,SPLUS-n02n46,211.925,1.359303
822,SPLUS-n02n47,213.2833333,1.359303
823,SPLUS-n02n48,214.6416667,1.359303
824,SPLUS-n02n49,216.0,1.359303
825,SPLUS-n02n50,217.3583333,1.359303
826,SPLUS-n02n51,218.7166667,1.359303
827,SPLUS-n02n52,220.075,1.359303
828,SPLUS-n02n53,221.4333333,1.359303
829,SPLUS-n02n54,222.7916667,1.359303
830,SPLUS-n02n55,224.15,1.359303
831,SPLUS-n02s01,150.7916667,-1.359166667
832,SPLUS-n02s02,152.15,-1.359166667
833,SPLUS-n02s03,153.5083333,-1.359166667
834,SPLUS-n02s04,154.8666667,-1.359166667
835,SPLUS-n02s05,156.225,-1.359166667
836,SPLUS-n02s06,157.5833333,-1.359166667
837,SPLUS-n02s07,158.9416667,-1.359166667
838,SPLUS-n02s08,160.3,-1.359166667
839,SPLUS-n02s09,161.6583333,-1.359166667
840,SPLUS-n02s10,163.0208333,-1.359166667
841,SPLUS-n02s18,173.8875,-1.359166667
842,SPLUS-n02s19,175.2458333,-1.359166667
843,SPLUS-n02s20,176.6041667,-1.359166667
844,SPLUS-n02s21,177.9625,-1.359166667
845,SPLUS-n02s22,179.3208333,-1.359166667
846,SPLUS-n02s23,180.6791667,-1.359166667
847,SPLUS-n02s24,182.0375,-1.359166667
848,SPLUS-n02s25,183.3958333,-1.359166667
849,SPLUS-n02s26,184.7541667,-1.359166667
850,SPLUS-n02s27,186.1125,-1.359166667
851,SPLUS-n02s28,187.4708333,-1.359166667
852,SPLUS-n02s37,199.7,-1.359166667
853,SPLUS-n02s38,201.0583333,-1.359166667
854,SPLUS-n02s44,209.2083333,-1.359166667
855,SPLUS-n02s45,210.5666667,-1.359166667
856,SPLUS-n02s46,211.925,-1.359166667
857,SPLUS-n02s47,213.2833333,-1.359166667
858,SPLUS-n02s48,214.6416667,-1.359166667
859,SPLUS-n02s49,216.0,-1.359166667
860,SPLUS-n02s50,217.3583333,-1.359166667
861,SPLUS-n02s51,218.7166667,-1.359166667
862,SPLUS-n02s52,220.075,-1.359166667
863,SPLUS-n02s53,221.4333333,-1.359166667
864,SPLUS-n02s54,222.7916667,-1.359166667
865,SPLUS-n02s55,224.15,-1.359166667
866,SPLUS-n03n01,150.7916667,2.717214278
867,SPLUS-n03n02,152.15,2.717214278
868,SPLUS-n03n03,153.5083333,2.717214278
869,SPLUS-n03n04,154.8666667,2.717214278
870,SPLUS-n03n22,179.3208333,2.717214278
871,SPLUS-n03n23,180.6791667,2.717214278
872,SPLUS-n03n24,182.0375,2.717214278
873,SPLUS-n03n51,218.7166667,2.717214278
874,SPLUS-n03n52,220.075,2.717214278
875,SPLUS-n03n53,221.4333333,2.717214278
876,SPLUS-n03n54,222.7916667,2.717214278
877,SPLUS-n03n55,224.15,2.717214278
878,SPLUS-n03s01,150.7916667,-2.717222222
879,SPLUS-n03s02,152.15,-2.717222222
880,SPLUS-n03s03,153.5083333,-2.717222222
881,SPLUS-n03s04,154.8666667,-2.717222222
882,SPLUS-n03s05,156.225,-2.717222222
883,SPLUS-n03s06,157.5833333,-2.717222222
884,SPLUS-n03s07,158.9416667,-2.717222222
885,SPLUS-n03s08,160.3,-2.717222222
886,SPLUS-n03s09,161.6583333,-2.717222222
887,SPLUS-n03s10,163.0208333,-2.717222222
888,SPLUS-n03s11,164.3791667,-2.717222222
889,SPLUS-n03s18,173.8875,-2.717222222
890,SPLUS-n03s19,175.2458333,-2.717222222
891,SPLUS-n03s20,176.6041667,-2.717222222
892,SPLUS-n03s21,177.9625,-2.717222222
893,SPLUS-n03s22,179.3208333,-2.717222222
894,SPLUS-n03s23,180.6791667,-2.717222222
895,SPLUS-n03s24,182.0375,-2.717222222
896,SPLUS-n03s25,183.3958333,-2.717222222
897,SPLUS-n03s26,184.7541667,-2.717222222
898,SPLUS-n03s27,186.1125,-2.717222222
899,SPLUS-n03s28,187.4708333,-2.717222222
900,SPLUS-n03s43,207.85,-2.717222222
901,SPLUS-n03s44,209.2083333,-2.717222222
902,SPLUS-n03s53,221.4333333,-2.717222222
903,SPLUS-n03s54,222.7916667,-2.717222222
904,SPLUS-n03s55,224.15,-2.717222222
905,SPLUS-n04n01,150.7916667,4.073739917
906,SPLUS-n04n02,152.15,4.073739917
907,SPLUS-n04n51,218.7166667,4.073739917
908,SPLUS-n04n52,220.075,4.073739917
909,SPLUS-n04n53,221.4333333,4.073739917
910,SPLUS-n04n54,222.7916667,4.073739917
911,SPLUS-n04n55,224.15,4.073739917
912,SPLUS-n04s01,150.7916667,-4.073611111
913,SPLUS-n04s02,152.15,-4.073611111
914,SPLUS-n04s03,153.5083333,-4.073611111
915,SPLUS-n04s04,154.8666667,-4.073611111
916,SPLUS-n04s05,156.225,-4.073611111
917,SPLUS-n04s06,157.5833333,-4.073611111
918,SPLUS-n04s07,158.9416667,-4.073611111
919,SPLUS-n04s08,160.3,-4.073611111
920,SPLUS-n04s09,161.6583333,-4.073611111
921,SPLUS-n04s10,163.0208333,-4.073611111
922,SPLUS-n04s11,164.3791667,-4.073611111
923,SPLUS-n04s12,165.7375,-4.073611111
924,SPLUS-n04s13,167.0958333,-4.073611111
925,SPLUS-n04s23,180.6791667,-4.073611111
926,SPLUS-n04s41,205.1333333,-4.073611111
927,SPLUS-n04s42,206.4916667,-4.073611111
928,SPLUS-n04s43,207.85,-4.073611111
929,SPLUS-n04s44,209.2083333,-4.073611111
930,SPLUS-n04s52,220.075,-4.073611111
931,SPLUS-n04s53,221.4333333,-4.073611111
932,SPLUS-n04s54,222.7916667,-4.073611111
933,SPLUS-n04s55,224.15,-4.073611111
934,SPLUS-n05n50,216.8166667,5.428889167
935,SPLUS-n05n51,218.1833333,5.428889167
936,SPLUS-n05n52,219.5458333,5.428889167
937,SPLUS-n05n53,220.9083333,5.428889167
938,SPLUS-n05n54,222.2708333,5.428889167
939,SPLUS-n05n55,223.6375,5.428889167
940,SPLUS-n05s01,150.0,-5.428888889
941,SPLUS-n05s02,151.3625,-5.428888889
942,SPLUS-n05s03,152.7291667,-5.428888889
943,SPLUS-n05s04,154.0916667,-5.428888889
944,SPLUS-n05s05,155.4541667,-5.428888889
945,SPLUS-n05s06,156.8166667,-5.428888889
946,SPLUS-n05s07,158.1833333,-5.428888889
947,SPLUS-n05s08,159.5458333,-5.428888889
948,SPLUS-n05s09,160.9083333,-5.428888889
949,SPLUS-n05s10,162.2708333,-5.428888889
950,SPLUS-n05s11,163.6375,-5.428888889
951,SPLUS-n05s12,165.0,-5.428888889
952,SPLUS-n05s13,166.3625,-5.428888889
953,SPLUS-n05s14,167.7291667,-5.428888889
954,SPLUS-n05s15,169.0916667,-5.428888889
955,SPLUS-n05s43,207.2708333,-5.428888889
956,SPLUS-n05s44,208.6375,-5.428888889
957,SPLUS-n05s45,210.0,-5.428888889
958,SPLUS-n05s53,220.9083333,-5.428888889
959,SPLUS-n05s54,222.2708333,-5.428888889
960,SPLUS-n05s55,223.6375,-5.428888889
961,SPLUS-n06s01,150.0,-6.7825
962,SPLUS-n06s02,151.3625,-6.7825
963,SPLUS-n06s03,152.7291667,-6.7825
964,SPLUS-n06s04,154.0916667,-6.7825
965,SPLUS-n06s05,155.4541667,-6.7825
966,SPLUS-n06s06,156.8166667,-6.7825
967,SPLUS-n06s07,158.1833333,-6.7825
968,SPLUS-n06s08,159.5458333,-6.7825
969,SPLUS-n06s09,160.9083333,-6.7825
970,SPLUS-n06s10,162.2708333,-6.7825
971,SPLUS-n06s11,163.6375,-6.7825
972,SPLUS-n06s12,165.0,-6.7825
973,SPLUS-n06s13,166.3625,-6.7825
974,SPLUS-n06s14,167.7291667,-6.7825
975,SPLUS-n06s15,169.0916667,-6.7825
976,SPLUS-n06s16,170.4541667,-6.7825
977,SPLUS-n06s37,199.0916667,-6.7825
978,SPLUS-n06s40,203.1833333,-6.7825
979,SPLUS-n06s41,204.5458333,-6.7825
980,SPLUS-n06s42,205.9083333,-6.7825
981,SPLUS-n06s43,207.2708333,-6.7825
982,SPLUS-n06s44,208.6375,-6.7825
983,SPLUS-n06s45,210.0,-6.7825
984,SPLUS-n06s52,219.5458333,-6.7825
985,SPLUS-n06s53,220.9083333,-6.7825
986,SPLUS-n06s54,222.2708333,-6.7825
987,SPLUS-n06s55,223.6375,-6.7825
988,SPLUS-n07s01,150.5708333,-8.135
989,SPLUS-n07s02,151.9375,-8.135
990,SPLUS-n07s03,153.3083333,-8.135
991,SPLUS-n07s04,154.675,-8.135
992,SPLUS-n07s05,156.0458333,-8.135
993,SPLUS-n07s06,157.4125,-8.135
994,SPLUS-n07s07,158.7833333,-8.135
995,SPLUS-n07s08,160.1541667,-8.135
996,SPLUS-n07s09,161.5208333,-8.135
997,SPLUS-n07s10,162.8916667,-8.135
998,SPLUS-n07s11,164.2583333,-8.135
999,SPLUS-n07s12,165.6291667,-8.135
1000,SPLUS-n07s13,166.9958333,-8.135
1001,SPLUS-n07s14,168.3666667,-8.135
1002,SPLUS-n07s15,169.7333333,-8.135
1003,SPLUS-n07s16,171.1041667,-8.135
1004,SPLUS-n07s17,172.4708333,-8.135
1005,SPLUS-n07s22,179.3166667,-8.135
1006,SPLUS-n07s38,201.2166667,-8.135
1007,SPLUS-n07s39,202.5875,-8.135
1008,SPLUS-n07s40,203.9541667,-8.135
1009,SPLUS-n07s41,205.325,-8.135
1010,SPLUS-n07s42,206.6916667,-8.135
1011,SPLUS-n07s43,208.0625,-8.135
1012,SPLUS-n07s44,209.4291667,-8.135
1013,SPLUS-n07s48,214.9041667,-8.135
1014,SPLUS-n07s49,216.275,-8.135
1015,SPLUS-n07s50,217.6416667,-8.135
1016,SPLUS-n07s51,219.0125,-8.135
1017,SPLUS-n07s52,220.3791667,-8.135
1018,SPLUS-n07s53,221.75,-8.135
1019,SPLUS-n07s54,223.1166667,-8.135
1020,SPLUS-n07s55,224.4875,-8.135
1021,SPLUS-n08s01,151.1458333,-9.486111111
1022,SPLUS-n08s02,152.5208333,-9.486111111
1023,SPLUS-n08s03,153.8916667,-9.486111111
1024,SPLUS-n08s04,155.2666667,-9.486111111
1025,SPLUS-n08s05,156.6416667,-9.486111111
1026,SPLUS-n08s06,158.0166667,-9.486111111
1027,SPLUS-n08s07,159.3875,-9.486111111
1028,SPLUS-n08s08,160.7625,-9.486111111
1029,SPLUS-n08s09,162.1375,-9.486111111
1030,SPLUS-n08s10,163.5125,-9.486111111
1031,SPLUS-n08s11,164.8875,-9.486111111
1032,SPLUS-n08s12,166.2583333,-9.486111111
1033,SPLUS-n08s13,167.6333333,-9.486111111
1034,SPLUS-n08s14,169.0083333,-9.486111111
1035,SPLUS-n08s15,170.3833333,-9.486111111
1036,SPLUS-n08s16,171.7541667,-9.486111111
1037,SPLUS-n08s17,173.1291667,-9.486111111
1038,SPLUS-n08s18,174.5041667,-9.486111111
1039,SPLUS-n08s19,175.8791667,-9.486111111
1040,SPLUS-n08s37,200.6125,-9.486111111
1041,SPLUS-n08s38,201.9833333,-9.486111111
1042,SPLUS-n08s39,203.3583333,-9.486111111
1043,SPLUS-n08s40,204.7333333,-9.486111111
1044,SPLUS-n08s41,206.1083333,-9.486111111
1045,SPLUS-n08s42,207.4791667,-9.486111111
1046,SPLUS-n08s43,208.8541667,-9.486111111
1047,SPLUS-n08s44,210.2291667,-9.486111111
1048,SPLUS-n08s46,212.9791667,-9.486111111
1049,SPLUS-n08s48,215.725,-9.486111111
1050,SPLUS-n08s49,217.1,-9.486111111
1051,SPLUS-n08s50,218.475,-9.486111111
1052,SPLUS-n08s51,219.8458333,-9.486111111
1053,SPLUS-n08s52,221.2208333,-9.486111111
1054,SPLUS-n08s53,222.5958333,-9.486111111
1055,SPLUS-n08s54,223.9708333,-9.486111111
1056,SPLUS-n09s01,150.3458333,-10.83555556
1057,SPLUS-n09s02,151.725,-10.83555556
1058,SPLUS-n09s03,153.1041667,-10.83555556
1059,SPLUS-n09s04,154.4833333,-10.83555556
1060,SPLUS-n09s05,155.8625,-10.83555556
1061,SPLUS-n09s06,157.2416667,-10.83555556
1062,SPLUS-n09s07,158.6208333,-10.83555556
1063,SPLUS-n09s08,160.0,-10.83555556
1064,SPLUS-n09s09,161.3791667,-10.83555556
1065,SPLUS-n09s10,162.7583333,-10.83555556
1066,SPLUS-n09s11,164.1375,-10.83555556
1067,SPLUS-n09s12,165.5166667,-10.83555556
1068,SPLUS-n09s13,166.8958333,-10.83555556
1069,SPLUS-n09s14,168.275,-10.83555556
1070,SPLUS-n09s15,169.6541667,-10.83555556
1071,SPLUS-n09s16,171.0333333,-10.83555556
1072,SPLUS-n09s17,172.4125,-10.83555556
1073,SPLUS-n09s18,173.7916667,-10.83555556
1074,SPLUS-n09s19,175.1708333,-10.83555556
1075,SPLUS-n09s20,176.55,-10.83555556
1076,SPLUS-n09s21,177.9291667,-10.83555556
1077,SPLUS-n09s22,179.3083333,-10.83555556
1078,SPLUS-n09s23,180.6916667,-10.83555556
1079,SPLUS-n09s24,182.0708333,-10.83555556
1080,SPLUS-n09s25,183.45,-10.83555556
1081,SPLUS-n09s26,184.8291667,-10.83555556
1082,SPLUS-n09s27,186.2083333,-10.83555556
1083,SPLUS-n09s28,187.5875,-10.83555556
1084,SPLUS-n09s29,188.9666667,-10.83555556
1085,SPLUS-n09s30,190.3458333,-10.83555556
1086,SPLUS-n09s31,191.725,-10.83555556
1087,SPLUS-n09s32,193.1041667,-10.83555556
1088,SPLUS-n09s33,194.4833333,-10.83555556
1089,SPLUS-n09s34,195.8625,-10.83555556
1090,SPLUS-n09s35,197.2416667,-10.83555556
1091,SPLUS-n09s36,198.6208333,-10.83555556
1092,SPLUS-n09s37,200.0,-10.83555556
1093,SPLUS-n09s38,201.3791667,-10.83555556
1094,SPLUS-n09s39,202.7583333,-10.83555556
1095,SPLUS-n09s40,204.1375,-10.83555556
1096,SPLUS-n09s41,205.5166667,-10.83555556
1097,SPLUS-n09s42,206.8958333,-10.83555556
1098,SPLUS-n09s43,208.275,-10.83555556
1099,SPLUS-n09s44,209.6541667,-10.83555556
1100,SPLUS-n09s45,211.0333333,-10.83555556
1101,SPLUS-n09s46,212.4125,-10.83555556
1102,SPLUS-n09s48,215.1708333,-10.83555556
1103,SPLUS-n09s49,216.55,-10.83555556
1104,SPLUS-n09s50,217.9291667,-10.83555556
1105,SPLUS-n09s51,219.3083333,-10.83555556
1106,SPLUS-n09s52,220.6916667,-10.83555556
1107,SPLUS-n09s53,222.0708333,-10.83555556
1108,SPLUS-n09s54,223.45,-10.83555556
1109,SPLUS-n09s55,224.8291667,-10.83555556
1110,SPLUS-n10s01,150.925,-12.18361111
1111,SPLUS-n10s02,152.3083333,-12.18361111
1112,SPLUS-n10s03,153.6916667,-12.18361111
1113,SPLUS-n10s04,155.075,-12.18361111
1114,SPLUS-n10s05,156.4625,-12.18361111
1115,SPLUS-n10s06,157.8458333,-12.18361111
1116,SPLUS-n10s07,159.2291667,-12.18361111
1117,SPLUS-n10s08,160.6166667,-12.18361111
1118,SPLUS-n10s09,162.0,-12.18361111
1119,SPLUS-n10s10,163.3833333,-12.18361111
1120,SPLUS-n10s11,164.7708333,-12.18361111
1121,SPLUS-n10s12,166.1541667,-12.18361111
1122,SPLUS-n10s13,167.5375,-12.18361111
1123,SPLUS-n10s14,168.925,-12.18361111
1124,SPLUS-n10s15,170.3083333,-12.18361111
1125,SPLUS-n10s16,171.6916667,-12.18361111
1126,SPLUS-n10s17,173.075,-12.18361111
1127,SPLUS-n10s18,174.4625,-12.18361111
1128,SPLUS-n10s19,175.8458333,-12.18361111
1129,SPLUS-n10s20,177.2291667,-12.18361111
1130,SPLUS-n10s21,178.6166667,-12.18361111
1131,SPLUS-n10s22,180.0,-12.18361111
1132,SPLUS-n10s23,181.3833333,-12.18361111
1133,SPLUS-n10s24,182.7708333,-12.18361111
1134,SPLUS-n10s25,184.1541667,-12.18361111
1135,SPLUS-n10s26,185.5375,-12.18361111
1136,SPLUS-n10s27,186.925,-12.18361111
1137,SPLUS-n10s28,188.3083333,-12.18361111
1138,SPLUS-n10s29,189.6916667,-12.18361111
1139,SPLUS-n10s30,191.075,-12.18361111
1140,SPLUS-n10s31,192.4625,-12.18361111
1141,SPLUS-n10s32,193.8458333,-12.18361111
1142,SPLUS-n10s33,195.2291667,-12.18361111
1143,SPLUS-n10s34,196.6166667,-12.18361111
1144,SPLUS-n10s35,198.0,-12.18361111
1145,SPLUS-n10s36,199.3833333,-12.18361111
1146,SPLUS-n10s37,200.7708333,-12.18361111
1147,SPLUS-n10s38,202.1541667,-12.18361111
1148,SPLUS-n10s39,203.5375,-12.18361111
1149,SPLUS-n10s40,204.925,-12.18361111
1150,SPLUS-n10s41,206.3083333,-12.18361111
1151,SPLUS-n10s42,207.6916667,-12.18361111
1152,SPLUS-n10s43,209.075,-12.18361111
1153,SPLUS-n10s44,210.4625,-12.18361111
1154,SPLUS-n10s45,211.8458333,-12.18361111
1155,SPLUS-n10s46,213.2291667,-12.18361111
1156,SPLUS-n10s47,214.6166667,-12.18361111
1157,SPLUS-n10s48,216.0,-12.18361111
1158,SPLUS-n10s49,217.3833333,-12.18361111
1159,SPLUS-n10s50,218.7708333,-12.18361111
1160,SPLUS-n10s51,220.1541667,-12.18361111
1161,SPLUS-n10s52,221.5375,-12.18361111
1162,SPLUS-n10s53,222.925,-12.18361111
1163,SPLUS-n10s54,224.3083333,-12.18361111
1164,SPLUS-n11s01,150.1166667,-13.53055556
1165,SPLUS-n11s02,151.5041667,-13.53055556
1166,SPLUS-n11s03,152.8958333,-13.53055556
1167,SPLUS-n11s04,154.2875,-13.53055556
1168,SPLUS-n11s05,155.675,-13.53055556
1169,SPLUS-n11s06,157.0666667,-13.53055556
1170,SPLUS-n11s07,158.4541667,-13.53055556
1171,SPLUS-n11s08,159.8458333,-13.53055556
