TILEID,SURVEY,PROGRAM,FAPRGRM,FAFLAVOR,NEXP,EXPTIME,TILERA,TILEDEC,EFFTIME_ETC,EFFTIME_SPEC,EFFTIME_GFA,GOALTIME,OBSSTATUS,LRG_EFFTIME_DARK,ELG_EFFTIME_DARK,BGS_EFFTIME_BRIGHT,LYA_EFFTIME_DARK,GOALTYPE,MINTFRAC,LASTNIGHT
7211,main,dark,dark,maindark,1,866.1,154.597,10.906,1013.9,978.6,0.0,1000.0,obsend,978.6,1055.2,924.8,1140.8,dark,0.85,20220106
22355,main,bright,bright,mainbright,1,286.9,20.817,31.23,183.3,192.8,0.0,180.0,obsend,190.3,215.8,192.8,165.1,bright,0.85,20220106
6052,main,dark,dark,maindark,1,1119.0,175.948,37.629,1008.1,941.2,0.0,1000.0,obsend,941.2,954.6,911.8,1089.9,dark,0.85,20220107
22539,main,bright,bright,mainbright,1,356.8,138.576,39.803,184.9,197.0,0.0,180.0,obsend,193.8,199.1,197.0,134.8,bright,0.85,20220107
4496,main,dark,dark,maindark,1,1491.9,162.194,38.711,1002.7,956.9,0.0,1000.0,obsend,956.9,956.9,938.5,1073.4,dark,0.85,20220107
10002,main,dark,dark,maindark,1,913.9,193.189,33.444,931.1,887.3,0.0,1000.0,obsend,887.3,917.3,857.7,878.3,dark,0.85,20220107
20361,main,bright,bright,mainbright,1,513.9,151.113,43.128,187.3,239.9,0.0,180.0,obsend,236.1,241.2,239.9,182.0,bright,0.85,20220107
3190,main,dark,dark,maindark,1,904.6,190.159,38.212,1010.9,927.4,0.0,1000.0,obsend,927.4,934.2,887.8,998.0,dark,0.85,20220107
6091,main,dark,dark,maindark,1,1160.1,180.282,35.581,1002.2,953.4,0.0,1000.0,obsend,953.4,961.9,926.0,1129.3,dark,0.85,20220107
11003,main,dark,dark,maindark,1,947.6,184.082,37.493,1013.6,946.7,0.0,1000.0,obsend,946.7,951.0,911.1,1110.0,dark,0.85,20220107
6050,main,dark,dark,maindark,1,1202.7,171.852,38.49,1009.7,971.2,0.0,1000.0,obsend,971.2,973.2,941.8,1125.4,dark,0.85,20220107
2940,main,dark,dark,maindark,1,1442.4,142.911,39.637,1005.2,1000.1,0.0,1000.0,obsend,1000.1,1013.6,972.7,984.6,dark,0.85,20220107
25870,main,bright,bright,mainbright,1,327.9,198.953,33.684,183.9,179.7,0.0,180.0,obsend,171.8,187.9,179.7,138.7,bright,0.85,20220107
26009,main,bright,bright,mainbright,1,912.8,96.979,62.745,180.4,274.7,0.0,180.0,obsend,282.6,312.4,274.7,100.3,bright,0.85,20220107
6037,main,dark,dark,maindark,2,1925.1,156.31,37.793,1015.1,975.0,0.0,1000.0,obsend,975.0,983.7,971.7,890.4,dark,0.85,20220107
25085,main,bright,bright,mainbright,1,433.9,154.836,41.003,184.8,181.8,0.0,180.0,obsend,178.1,182.2,181.8,125.1,bright,0.85,20220107
21320,main,bright,bright,mainbright,1,460.4,98.957,68.832,182.6,220.2,0.0,180.0,obsend,223.5,241.1,220.2,114.9,bright,0.85,20220107
2948,main,dark,dark,maindark,1,1624.0,166.348,42.199,1009.9,978.8,0.0,1000.0,obsend,978.8,970.2,960.7,1079.0,dark,0.85,20220107
24112,main,bright,bright,mainbright,2,1315.4,99.588,55.536,184.2,218.5,0.0,180.0,obsend,211.5,216.8,218.5,163.3,bright,0.85,20220107
7880,main,dark,dark,maindark,1,821.4,188.686,34.97,1017.1,914.2,0.0,1000.0,obsend,914.2,928.9,878.3,1115.1,dark,0.85,20220107
6695,main,dark,dark,maindark,1,1596.8,112.713,45.033,1005.4,1213.6,0.0,1000.0,obsend,1213.6,1381.6,1127.1,827.6,dark,0.85,20220108
7040,main,dark,dark,maindark,1,1413.1,96.833,59.408,992.2,1150.7,0.0,1000.0,obsend,1150.7,1309.2,1067.4,814.3,dark,0.85,20220108
26177,main,bright,bright,mainbright,1,1122.1,65.592,-3.581,182.3,222.8,0.0,180.0,obsend,216.3,232.3,222.8,169.3,bright,0.85,20220108
21487,main,bright,bright,mainbright,1,650.5,61.96,-6.279,182.2,211.7,0.0,180.0,obsend,212.5,237.4,211.7,119.6,bright,0.85,20220108
25029,main,bright,bright,mainbright,1,1021.8,64.396,-0.465,180.6,219.5,0.0,180.0,obsend,217.6,243.3,219.5,150.0,bright,0.85,20220108
9760,main,dark,dark,maindark,1,1255.2,122.404,43.162,1008.5,1103.2,0.0,1000.0,obsend,1103.2,1229.1,1033.7,952.8,dark,0.85,20220108
7047,main,dark,dark,maindark,1,1368.4,126.392,23.952,836.2,872.9,0.0,1000.0,obsend,872.9,932.2,855.0,1024.5,dark,0.85,20220108
26031,main,bright,bright,mainbright,3,1438.0,160.482,64.857,147.1,171.6,0.0,180.0,obsend,163.9,198.3,171.6,167.4,bright,0.85,20220108
21347,main,bright,bright,mainbright,2,1859.3,94.313,65.783,180.7,378.7,0.0,180.0,obsend,386.7,433.3,378.7,120.9,bright,0.85,20220109
4586,main,dark,dark,maindark,1,1061.9,173.708,15.79,1011.1,984.4,0.0,1000.0,obsend,984.4,1027.0,947.3,1339.8,dark,0.85,20220109
21416,main,bright,bright,mainbright,2,1130.8,136.967,32.352,180.6,213.8,0.0,180.0,obsend,210.4,236.3,213.8,156.3,bright,0.85,20220109
4578,main,dark,dark,maindark,1,1202.2,177.124,15.228,1007.8,980.1,0.0,1000.0,obsend,980.1,1010.9,948.2,1367.3,dark,0.85,20220109
20990,main,bright,bright,mainbright,2,1780.6,111.634,35.963,161.0,237.6,0.0,180.0,obsend,237.3,265.4,237.6,100.1,bright,0.85,20220109
9311,main,dark,dark,maindark,1,878.5,166.476,15.451,1012.4,931.1,0.0,1000.0,obsend,931.1,974.6,898.2,1307.8,dark,0.85,20220109
9406,main,dark,dark,maindark,2,1902.2,194.842,-6.279,1046.8,1066.7,0.0,1000.0,obsend,1066.7,1094.8,1074.1,1288.2,dark,0.85,20220109
9271,main,dark,dark,maindark,1,894.4,169.948,14.759,1003.0,948.1,0.0,1000.0,obsend,948.1,1010.5,908.0,1275.5,dark,0.85,20220109
4516,main,dark,dark,maindark,1,937.7,144.588,34.824,1008.6,985.0,0.0,1000.0,obsend,985.0,1026.4,938.9,1210.6,dark,0.85,20220109
6292,main,dark,dark,maindark,2,2036.9,184.458,0.937,1009.3,1039.2,0.0,1000.0,obsend,1039.2,1063.1,1040.1,1215.8,dark,0.85,20220109
10767,main,dark,dark,maindark,1,946.0,153.683,14.151,1006.3,920.6,0.0,1000.0,obsend,920.6,981.1,875.0,1170.8,dark,0.85,20220109
42453,main,backup,backup,mainbackup,2,1056.0,97.427,26.564,67.2,63.1,0.0,60.0,obsend,76.0,84.7,76.2,25.0,backup,0.85,20220109
3058,main,dark,dark,maindark,1,972.6,162.763,18.993,1006.3,953.0,0.0,1000.0,obsend,953.0,1010.1,909.2,1235.9,dark,0.85,20220109
26040,main,bright,bright,mainbright,1,878.4,96.833,59.408,181.2,249.6,0.0,180.0,obsend,254.8,275.6,249.6,98.2,bright,0.85,20220109
23708,main,bright,bright,mainbright,2,2328.7,125.91,2.887,180.6,248.3,0.0,180.0,obsend,247.4,266.1,248.3,108.5,bright,0.85,20220109
2347,main,dark,dark,maindark,2,2695.2,94.313,65.783,565.4,1121.5,0.0,1000.0,obsend,1121.5,1291.4,1062.9,443.6,dark,0.85,20220109
3061,main,dark,dark,maindark,1,819.0,159.298,19.662,1007.1,890.0,0.0,1000.0,obsend,890.0,934.8,853.4,1235.1,dark,0.85,20220109
24652,main,bright,bright,mainbright,1,618.6,137.004,-3.355,183.9,191.8,0.0,180.0,obsend,189.7,202.9,191.8,134.1,bright,0.85,20220109
23713,main,bright,bright,mainbright,2,1127.9,200.015,-8.37,186.9,198.2,0.0,180.0,obsend,184.1,219.5,198.2,147.3,bright,0.85,20220109
9279,main,dark,dark,maindark,1,1102.9,181.155,9.825,1006.4,981.3,0.0,1000.0,obsend,981.3,1003.0,957.5,1425.2,dark,0.85,20220109
23093,main,bright,bright,mainbright,1,1005.2,133.004,-1.081,180.9,227.4,0.0,180.0,obsend,226.1,240.0,227.4,142.9,bright,0.85,20220109
11804,main,dark,dark,maindark,1,1044.6,150.303,14.804,1011.2,943.1,0.0,1000.0,obsend,943.1,997.5,901.0,1119.1,dark,0.85,20220109
6072,main,dark,dark,maindark,2,1538.5,147.821,38.728,930.4,1090.4,0.0,1000.0,obsend,1090.4,1134.0,1072.5,1135.4,dark,0.85,20220109
3060,main,dark,dark,maindark,1,820.8,157.361,16.876,1014.8,966.9,0.0,1000.0,obsend,966.9,1022.7,917.3,1303.6,dark,0.85,20220109
11794,main,dark,dark,maindark,1,1173.6,146.895,15.367,1010.8,1025.9,0.0,1000.0,obsend,1025.9,1077.1,981.1,1246.2,dark,0.85,20220109
41773,main,backup,backup,mainbackup,3,1818.0,132.553,-13.441,37.7,52.9,0.0,60.0,obsend,54.1,61.3,55.1,29.7,backup,0.85,20220111
40590,main,backup,backup,mainbackup,2,1208.2,174.575,-13.541,43.9,62.1,0.0,60.0,obsend,68.9,80.0,68.9,31.7,backup,0.85,20220111
41747,main,backup,backup,mainbackup,2,1206.7,128.747,-24.436,40.2,60.6,0.0,60.0,obsend,53.6,61.2,55.5,27.8,backup,0.85,20220111
41540,main,backup,backup,mainbackup,1,604.8,183.587,-11.952,46.8,58.1,0.0,60.0,obsend,52.1,55.3,52.8,40.7,backup,0.85,20220111
40565,main,backup,backup,mainbackup,3,1810.4,164.948,-6.643,37.4,60.7,0.0,60.0,obsend,66.2,77.6,66.0,31.9,backup,0.85,20220111
23718,main,bright,bright,mainbright,1,1339.8,189.852,-6.794,180.2,207.5,0.0,180.0,obsend,203.4,212.1,207.5,287.1,bright,0.85,20220111
41757,main,backup,backup,mainbackup,3,1641.1,123.517,-13.39,38.4,59.3,0.0,60.0,obsend,63.0,75.1,63.8,24.5,backup,0.85,20220111
24688,main,bright,bright,mainbright,1,407.2,162.336,-3.067,182.9,213.3,0.0,180.0,obsend,214.9,247.0,213.3,162.1,bright,0.85,20220112
26111,main,bright,bright,mainbright,1,839.4,123.688,8.405,140.6,171.1,0.0,180.0,obsend,167.6,194.9,171.1,128.4,bright,0.85,20220112
24679,main,bright,bright,mainbright,1,533.1,160.261,-5.697,182.3,219.4,0.0,180.0,obsend,220.4,254.5,219.4,164.6,bright,0.85,20220112
7850,main,dark,dark,maindark,2,1907.6,198.802,-8.053,996.5,1035.5,0.0,1000.0,obsend,1035.5,1100.5,1029.7,1494.2,dark,0.85,20220112
10738,main,dark,dark,maindark,1,1232.4,167.105,20.309,1004.3,1095.0,0.0,1000.0,obsend,1095.0,1254.5,1065.0,1431.8,dark,0.85,20220112
8380,main,dark,dark,maindark,1,908.0,186.181,14.792,1006.8,936.5,0.0,1000.0,obsend,936.5,990.0,893.0,1191.3,dark,0.85,20220112
23081,main,bright,bright,mainbright,2,1820.4,146.287,-2.19,167.4,200.2,0.0,180.0,obsend,193.0,214.7,200.2,183.0,bright,0.85,20220112
42980,main,backup,backup,mainbackup,3,1804.8,56.337,74.067,35.8,52.7,0.0,60.0,obsend,52.8,64.5,52.3,19.1,backup,0.85,20220112
23131,main,bright,bright,mainbright,1,1480.0,127.019,-0.261,181.9,229.8,0.0,180.0,obsend,225.5,260.6,229.8,176.8,bright,0.85,20220112
25867,main,bright,bright,mainbright,2,569.1,201.087,36.529,185.0,170.9,0.0,180.0,obsend,159.2,190.0,170.9,161.1,bright,0.85,20220112
23116,main,bright,bright,mainbright,1,1001.6,154.144,-6.332,182.6,220.2,0.0,180.0,obsend,212.6,240.6,220.2,245.5,bright,0.85,20220112
21559,main,bright,bright,mainbright,1,852.4,153.733,-2.172,181.8,211.1,0.0,180.0,obsend,208.0,236.5,211.1,169.3,bright,0.85,20220112
21732,main,bright,bright,mainbright,1,1815.9,20.908,-15.675,107.3,162.8,0.0,180.0,obsend,157.3,177.6,162.8,123.1,bright,0.85,20220112
9264,main,dark,dark,maindark,1,880.3,173.606,20.441,1012.8,909.8,0.0,1000.0,obsend,909.8,981.6,882.9,1293.9,dark,0.85,20220112
23106,main,bright,bright,mainbright,1,954.4,134.984,2.51,182.5,228.0,0.0,180.0,obsend,227.8,268.8,228.0,156.3,bright,0.85,20220112
23125,main,bright,bright,mainbright,1,854.3,131.5,1.899,181.7,220.7,0.0,180.0,obsend,218.3,257.4,220.7,175.3,bright,0.85,20220112
26212,main,bright,bright,mainbright,1,663.2,143.216,0.658,182.6,224.9,0.0,180.0,obsend,227.4,265.6,224.9,133.2,bright,0.85,20220112
4594,main,dark,dark,maindark,1,917.5,178.215,27.396,1009.6,968.9,0.0,1000.0,obsend,968.9,1015.4,925.1,1321.5,dark,0.85,20220112
10831,main,dark,dark,maindark,1,918.4,181.757,20.962,1007.8,938.3,0.0,1000.0,obsend,938.3,988.9,896.4,1238.9,dark,0.85,20220112
11795,main,dark,dark,maindark,2,2419.1,148.717,18.213,1001.0,1196.5,0.0,1000.0,obsend,1196.5,1400.3,1177.3,1103.6,dark,0.85,20220112
1449,main,dark,dark,maindark,1,1116.6,170.611,18.822,1009.5,993.3,0.0,1000.0,obsend,993.3,1101.6,976.7,1458.1,dark,0.85,20220112
4592,main,dark,dark,maindark,1,936.0,176.129,24.635,1007.3,927.4,0.0,1000.0,obsend,927.4,973.6,888.7,1251.0,dark,0.85,20220112
3687,main,dark,dark,maindark,1,1035.0,188.539,3.099,1007.0,981.4,0.0,1000.0,obsend,981.4,1039.7,948.5,1396.5,dark,0.85,20220112
23090,main,bright,bright,mainbright,1,993.9,138.483,1.968,182.4,213.7,0.0,180.0,obsend,209.0,240.8,213.7,186.6,bright,0.85,20220112
41378,main,backup,backup,mainbackup,2,1018.3,86.07,-25.423,58.6,83.8,0.0,60.0,obsend,68.5,74.4,73.6,40.6,backup,0.85,20220113
42994,main,backup,backup,mainbackup,2,1202.7,58.806,80.722,6.5,11.2,0.0,60.0,obsstart,8.6,10.0,9.1,7.8,backup,0.85,20220113
21306,main,bright,bright,mainbright,1,1016.0,107.393,70.858,181.6,271.5,0.0,180.0,obsend,259.0,295.8,271.5,222.4,bright,0.85,20220113
4403,main,dark,dark,maindark,2,2715.7,170.239,-7.093,935.2,1017.5,0.0,1000.0,obsend,1017.5,1063.6,1067.2,1002.2,dark,0.85,20220113
21749,main,bright,bright,mainbright,1,1118.8,21.396,-1.032,180.3,239.4,0.0,180.0,obsend,232.0,268.6,239.4,205.2,bright,0.85,20220113
10192,main,dark,dark,maindark,3,5407.2,126.028,2.517,949.7,1119.9,0.0,1000.0,obsend,1119.9,1238.4,1183.1,1186.9,dark,0.85,20220113
21576,main,bright,bright,mainbright,2,2037.2,23.476,1.58,180.1,242.0,0.0,180.0,obsend,225.5,258.5,242.0,313.1,bright,0.85,20220113
23410,main,bright,bright,mainbright,1,603.7,165.646,-3.534,180.8,231.4,0.0,180.0,obsend,221.0,235.1,231.4,176.4,bright,0.85,20220113
22871,main,bright,bright,mainbright,1,523.0,120.213,64.955,181.2,255.6,0.0,180.0,obsend,250.5,295.8,255.6,165.1,bright,0.85,20220113
24436,main,bright,bright,mainbright,1,794.5,113.567,67.361,182.5,256.1,0.0,180.0,obsend,243.8,280.7,256.1,224.0,bright,0.85,20220113
40535,main,backup,backup,mainbackup,2,1213.7,155.248,-14.179,46.7,66.2,0.0,60.0,obsend,45.5,48.1,50.3,48.4,backup,0.85,20220113
40533,main,backup,backup,mainbackup,3,1730.8,158.666,-14.602,52.1,68.6,0.0,60.0,obsend,66.6,77.6,68.5,39.4,backup,0.85,20220113
23411,main,bright,bright,mainbright,1,653.0,163.584,-6.165,181.5,218.1,0.0,180.0,obsend,204.5,215.4,218.1,206.8,bright,0.85,20220113
24233,main,bright,bright,mainbright,2,629.6,205.705,8.417,185.3,164.9,0.0,180.0,obsend,146.6,152.1,164.9,174.1,bright,0.85,20220113
22622,main,bright,bright,mainbright,1,1343.8,20.172,2.073,180.7,260.8,0.0,180.0,obsend,249.2,289.4,260.8,283.3,bright,0.85,20220113
42653,main,backup,backup,mainbackup,2,1212.3,104.629,80.848,38.2,66.9,0.0,60.0,obsend,73.9,88.7,74.7,24.3,backup,0.85,20220114
23724,main,bright,bright,mainbright,1,1083.6,202.102,-5.707,181.3,213.1,0.0,180.0,obsend,209.3,225.5,213.1,154.9,bright,0.85,20220114
43007,main,backup,backup,mainbackup,3,1810.5,81.959,75.866,45.1,73.6,0.0,60.0,obsend,56.6,65.0,59.7,40.4,backup,0.85,20220114
43009,main,backup,backup,mainbackup,2,1207.9,82.372,81.613,35.4,57.0,0.0,60.0,obsend,40.4,45.6,43.3,36.0,backup,0.85,20220114
23715,main,bright,bright,mainbright,2,1408.2,195.443,-4.764,162.4,214.6,0.0,180.0,obsend,210.3,231.0,214.6,188.7,bright,0.85,20220114
23716,main,bright,bright,mainbright,1,1056.9,192.02,-4.248,181.6,235.9,0.0,180.0,obsend,231.6,269.0,235.9,212.3,bright,0.85,20220114
23717,main,bright,bright,mainbright,1,1194.2,194.158,-1.683,183.3,211.6,0.0,180.0,obsend,204.5,226.9,211.6,191.5,bright,0.85,20220114
42651,main,backup,backup,mainbackup,1,601.7,107.208,74.196,44.9,62.2,0.0,60.0,obsend,63.2,74.1,64.3,28.1,backup,0.85,20220114
42621,main,backup,backup,mainbackup,2,945.6,106.468,77.528,41.3,70.1,0.0,60.0,obsend,64.3,74.7,66.6,31.1,backup,0.85,20220114
23418,main,bright,bright,mainbright,2,2315.8,167.703,-0.905,130.1,184.8,0.0,180.0,obsend,184.4,220.0,184.8,107.1,bright,0.85,20220114
21703,main,bright,bright,mainbright,2,1142.0,205.498,1.077,194.6,200.4,0.0,180.0,obsend,186.6,205.8,200.4,190.5,bright,0.85,20220114
24643,main,bright,bright,mainbright,1,1349.2,155.241,6.701,180.9,284.1,0.0,180.0,obsend,286.9,343.8,284.1,164.9,bright,0.85,20220114
23120,main,bright,bright,mainbright,2,2177.8,158.347,-1.114,181.3,247.0,0.0,180.0,obsend,248.4,296.5,247.0,123.1,bright,0.85,20220114
24656,main,bright,bright,mainbright,2,1095.6,150.567,10.404,164.9,207.9,0.0,180.0,obsend,192.2,212.6,207.9,245.5,bright,0.85,20220114
21540,main,bright,bright,mainbright,2,2080.9,136.261,-5.531,181.0,295.0,0.0,180.0,obsend,295.9,355.1,295.0,113.6,bright,0.85,20220114
40553,main,backup,backup,mainbackup,3,1610.4,171.008,-13.207,47.3,67.7,0.0,60.0,obsend,75.5,89.0,75.7,34.7,backup,0.85,20220114
21522,main,bright,bright,mainbright,1,1032.8,146.584,7.602,180.7,283.7,0.0,180.0,obsend,291.1,359.6,283.7,134.2,bright,0.85,20220114
26203,main,bright,bright,mainbright,1,1170.0,145.233,3.318,182.1,302.5,0.0,180.0,obsend,310.3,379.1,302.5,127.0,bright,0.85,20220114
24420,main,bright,bright,mainbright,2,1921.5,138.892,76.113,138.0,212.5,0.0,180.0,obsend,207.1,232.5,212.5,96.7,bright,0.85,20220114
23783,main,bright,bright,mainbright,1,1044.1,177.188,63.836,180.5,278.2,0.0,180.0,obsend,278.0,337.0,278.2,143.4,bright,0.85,20220119
24479,main,bright,bright,mainbright,1,1050.6,177.253,67.174,180.5,269.9,0.0,180.0,obsend,266.5,318.4,269.9,156.4,bright,0.85,20220119
23779,main,bright,bright,mainbright,1,957.5,193.379,57.626,182.2,287.2,0.0,180.0,obsend,285.0,341.3,287.2,177.4,bright,0.85,20220119
20637,main,bright,bright,mainbright,1,898.8,196.216,52.898,181.3,261.6,0.0,180.0,obsend,259.5,312.3,261.6,152.9,bright,0.85,20220119
23774,main,bright,bright,mainbright,1,1085.5,188.684,59.912,181.9,291.4,0.0,180.0,obsend,290.6,349.8,291.4,158.9,bright,0.85,20220119
10260,main,dark,dark,maindark,3,3473.6,55.689,-2.71,1000.6,1480.2,0.0,1000.0,obsend,1480.2,1829.8,1414.2,764.3,dark,0.85,20220120
23773,main,bright,bright,mainbright,1,651.0,183.307,61.995,181.2,278.0,0.0,180.0,obsend,281.0,340.8,278.0,156.2,bright,0.85,20220120
25643,main,bright,bright,mainbright,2,1893.4,115.16,51.595,123.0,213.4,0.0,180.0,obsend,215.2,262.9,213.4,67.0,bright,0.85,20220120
25889,main,bright,bright,mainbright,1,651.0,208.412,50.99,181.3,270.9,0.0,180.0,obsend,274.0,331.1,270.9,155.1,bright,0.85,20220120
24118,main,bright,bright,mainbright,1,629.3,116.806,44.38,183.4,270.4,0.0,180.0,obsend,276.0,343.1,270.4,152.6,bright,0.85,20220120
23778,main,bright,bright,mainbright,1,629.3,199.544,58.299,182.7,253.7,0.0,180.0,obsend,256.0,309.3,253.7,154.1,bright,0.85,20220120
23780,main,bright,bright,mainbright,1,725.5,190.08,63.193,182.2,281.5,0.0,180.0,obsend,285.5,348.5,281.5,158.7,bright,0.85,20220120
26016,main,bright,bright,mainbright,1,707.6,136.473,65.781,181.8,289.2,0.0,180.0,obsend,304.2,393.1,289.2,109.2,bright,0.85,20220120
10135,main,dark,dark,maindark,3,3394.6,144.095,61.287,1002.0,1513.4,0.0,1000.0,obsend,1513.4,1901.3,1456.0,751.0,dark,0.85,20220120
20645,main,bright,bright,mainbright,1,794.8,196.971,61.838,183.0,274.6,0.0,180.0,obsend,278.5,335.5,274.6,141.5,bright,0.85,20220120
23782,main,bright,bright,mainbright,1,575.8,184.156,65.323,182.1,266.7,0.0,180.0,obsend,268.9,325.2,266.7,159.3,bright,0.85,20220120
26038,main,bright,bright,mainbright,1,692.9,137.061,59.633,181.4,287.0,0.0,180.0,obsend,295.6,369.1,287.0,138.9,bright,0.85,20220120
21325,main,bright,bright,mainbright,1,1103.5,154.581,70.175,182.2,307.3,0.0,180.0,obsend,318.2,399.3,307.3,106.0,bright,0.85,20220120
25370,main,bright,bright,mainbright,1,440.5,35.709,0.22,185.3,200.4,0.0,180.0,obsend,199.8,209.7,200.4,128.6,bright,0.85,20220120
23133,main,bright,bright,mainbright,1,611.4,185.247,68.634,183.6,256.9,0.0,180.0,obsend,259.4,312.2,256.9,138.8,bright,0.85,20220120
21329,main,bright,bright,mainbright,1,772.7,151.211,64.523,182.1,278.6,0.0,180.0,obsend,286.1,354.7,278.6,116.1,bright,0.85,20220120
20932,main,bright,bright,mainbright,1,757.9,124.404,52.298,182.0,287.4,0.0,180.0,obsend,295.9,369.5,287.4,131.4,bright,0.85,20220120
21331,main,bright,bright,mainbright,1,824.2,163.733,69.125,181.9,278.1,0.0,180.0,obsend,283.1,346.1,278.1,125.4,bright,0.85,20220120
21332,main,bright,bright,mainbright,1,643.3,164.736,65.81,183.5,274.0,0.0,180.0,obsend,278.2,339.7,274.0,136.9,bright,0.85,20220120
21333,main,bright,bright,mainbright,1,857.0,171.898,70.97,181.2,283.2,0.0,180.0,obsend,288.3,355.0,283.2,129.8,bright,0.85,20220120
21335,main,bright,bright,mainbright,1,659.1,158.614,63.685,183.0,282.4,0.0,180.0,obsend,286.5,348.8,282.4,151.7,bright,0.85,20220120
4005,main,dark,dark,maindark,1,1699.8,59.211,-4.282,948.6,980.0,0.0,1000.0,obsend,980.0,1091.4,931.5,846.5,dark,0.85,20220120
22741,main,bright,bright,mainbright,1,502.6,209.054,45.221,182.3,254.8,0.0,180.0,obsend,256.4,313.9,254.8,172.9,bright,0.85,20220120
21323,main,bright,bright,mainbright,1,924.7,171.959,77.653,182.5,284.2,0.0,180.0,obsend,291.3,358.1,284.2,109.7,bright,0.85,20220120
25666,main,bright,bright,mainbright,1,898.3,130.513,59.328,181.8,308.1,0.0,180.0,obsend,321.5,409.8,308.1,111.7,bright,0.85,20220120
24284,main,bright,bright,mainbright,1,529.1,211.921,40.444,181.8,236.3,0.0,180.0,obsend,234.5,294.3,236.3,176.9,bright,0.85,20220120
24465,main,bright,bright,mainbright,1,1425.4,177.394,73.849,181.7,311.1,0.0,180.0,obsend,319.6,395.0,311.1,104.6,bright,0.85,20220120
20976,main,bright,bright,mainbright,1,836.6,113.032,39.111,182.4,279.5,0.0,180.0,obsend,285.8,352.2,279.5,140.4,bright,0.85,20220120
20633,main,bright,bright,mainbright,1,719.5,165.503,62.489,182.0,271.7,0.0,180.0,obsend,274.7,335.7,271.7,145.9,bright,0.85,20220120
24272,main,bright,bright,mainbright,2,666.3,111.532,31.639,126.7,195.1,0.0,180.0,obsend,195.6,235.4,195.1,87.0,bright,0.85,20220120
24078,main,bright,bright,mainbright,1,710.0,118.244,47.654,182.7,280.1,0.0,180.0,obsend,287.8,358.0,280.1,138.6,bright,0.85,20220120
20936,main,bright,bright,mainbright,1,873.3,126.747,55.417,181.1,289.7,0.0,180.0,obsend,299.9,378.6,289.7,120.5,bright,0.85,20220120
25888,main,bright,bright,mainbright,1,618.3,205.79,48.118,181.3,276.9,0.0,180.0,obsend,280.8,340.4,276.9,164.6,bright,0.85,20220120
23798,main,bright,bright,mainbright,1,937.2,191.857,66.444,181.9,271.9,0.0,180.0,obsend,276.9,337.9,271.9,122.5,bright,0.85,20220120
25265,main,bright,bright,mainbright,1,567.6,115.281,22.335,181.1,225.4,0.0,180.0,obsend,223.1,256.8,225.4,154.9,bright,0.85,20220121
9489,main,dark,dark,maindark,1,1270.5,35.687,-3.736,1009.7,989.1,0.0,1000.0,obsend,989.1,998.1,967.7,1111.0,dark,0.85,20220121
22187,main,bright,bright,mainbright,1,669.2,158.445,56.508,181.3,244.8,0.0,180.0,obsend,243.1,280.8,244.8,151.6,bright,0.85,20220121
9497,main,dark,dark,maindark,1,942.8,38.973,-4.373,1004.4,880.3,0.0,1000.0,obsend,880.3,892.2,855.4,1005.0,dark,0.85,20220121
24060,main,bright,bright,mainbright,1,914.2,133.7,43.494,181.6,253.8,0.0,180.0,obsend,254.4,295.4,253.8,136.8,bright,0.85,20220121
22174,main,bright,bright,mainbright,1,808.1,163.347,58.776,180.5,222.8,0.0,180.0,obsend,216.5,246.3,222.8,168.9,bright,0.85,20220121
22225,main,bright,bright,mainbright,1,660.7,153.98,53.743,181.8,250.7,0.0,180.0,obsend,249.7,289.5,250.7,162.6,bright,0.85,20220121
25639,main,bright,bright,mainbright,1,776.1,136.907,47.757,181.1,252.7,0.0,180.0,obsend,253.5,296.7,252.7,143.9,bright,0.85,20220121
22904,main,bright,bright,mainbright,1,856.2,157.103,59.77,182.2,266.7,0.0,180.0,obsend,266.0,307.5,266.7,141.2,bright,0.85,20220121
23700,main,bright,bright,mainbright,1,957.2,123.779,9.563,181.9,253.1,0.0,180.0,obsend,251.9,297.0,253.1,143.0,bright,0.85,20220121
23698,main,bright,bright,mainbright,1,1155.5,123.384,6.043,181.4,252.9,0.0,180.0,obsend,252.1,296.5,252.9,126.1,bright,0.85,20220121
23710,main,bright,bright,mainbright,1,788.5,113.296,26.344,183.6,234.1,0.0,180.0,obsend,232.4,265.4,234.1,139.3,bright,0.85,20220121
21382,main,bright,bright,mainbright,1,775.5,119.601,14.045,180.8,231.6,0.0,180.0,obsend,229.4,266.7,231.6,138.0,bright,0.85,20220121
25653,main,bright,bright,mainbright,1,521.0,142.613,53.692,184.5,238.8,0.0,180.0,obsend,239.2,280.0,238.8,150.3,bright,0.85,20220121
24103,main,bright,bright,mainbright,1,847.8,128.311,34.395,180.6,250.2,0.0,180.0,obsend,250.6,294.6,250.2,140.0,bright,0.85,20220121
20632,main,bright,bright,mainbright,1,726.2,171.743,60.937,183.0,250.1,0.0,180.0,obsend,247.7,283.6,250.1,148.5,bright,0.85,20220121
25692,main,bright,bright,mainbright,1,520.9,148.253,53.768,182.9,241.9,0.0,180.0,obsend,241.0,280.4,241.9,159.6,bright,0.85,20220121
20958,main,bright,bright,mainbright,1,711.3,142.942,49.633,182.7,261.1,0.0,180.0,obsend,261.3,304.1,261.1,155.4,bright,0.85,20220121
