TILEID,SURVEY,PROGRAM,FAPRGRM,FAFLAVOR,NEXP,EXPTIME,TILERA,TILEDEC,EFFTIME_ETC,EFFTIME_SPEC,EFFTIME_GFA,GOALTIME,OBSSTATUS,LRG_EFFTIME_DARK,ELG_EFFTIME_DARK,BGS_EFFTIME_BRIGHT,LYA_EFFTIME_DARK,GOALTYPE,MINTFRAC,LASTNIGHT
501,sv3,bright,bright,sv3bright,1,286.4,194.679,24.801,221.9,244.8,0.0,220.0,obsend,245.9,258.9,244.8,196.7,bright,0.9,20210511
452,sv3,dark,dark,sv3dark,3,2766.4,189.462,61.679,1204.1,1256.2,0.0,1200.0,obsend,1250.2,1256.2,1219.5,865.2,dark,0.9,20210511
80974,sv1,other,dc3r2,sv1dc3r2,1,1800.0,214.0,0.0,0.0,1672.9,0.0,150.0,obsend,1641.7,1672.9,1615.6,1680.3,other,0.9,20210512
563,sv3,bright,bright,sv3bright,3,812.5,269.967,62.57,677.6,569.6,0.0,220.0,obsend,569.0,603.1,569.6,386.5,bright,0.9,20210512
81100,special,dark,dark,specialdark,1,240.1,200.0,20.0,0.0,164.4,0.0,1000.0,obsstart,160.8,164.4,170.1,114.6,dark,0.85,20210512
580,sv3,dark,dark,sv3dark,1,941.2,235.936,43.433,1218.3,1308.7,0.0,1200.0,obsend,1274.2,1308.7,1162.4,1134.7,dark,0.9,20210512
547,sv3,dark,dark,sv3dark,1,950.2,269.589,62.621,1221.4,1165.1,0.0,1200.0,obsend,1140.2,1165.1,1043.9,1014.3,dark,0.9,20210512
490,sv3,dark,dark,sv3dark,1,812.5,194.619,24.683,1205.7,1154.1,0.0,1200.0,obsend,1145.4,1154.1,1065.5,1242.2,dark,0.9,20210512
80872,sv1,other,scndcosmos,sv1scndcosmos,20,22884.4,150.12,2.3,0.0,19238.6,0.0,1000.0,obsend,19472.0,19238.6,19651.8,17751.4,other,0.9,20210512
532,sv3,bright,bright,sv3bright,1,329.2,212.766,-0.715,223.2,217.9,0.0,220.0,obsend,219.3,226.2,217.9,156.4,bright,0.9,20210512
80971,sv1,other,dc3r2,sv1dc3r2,3,5420.2,214.0,0.0,0.0,4699.9,0.0,1000.0,obsend,4636.4,4699.9,4549.0,4831.6,other,0.9,20210512
502,sv3,bright,bright,sv3bright,1,863.5,194.713,24.585,221.5,234.2,0.0,220.0,obsend,222.8,243.3,234.2,138.1,bright,0.9,20210512
517,sv3,dark,dark,sv3dark,1,1036.5,212.735,-0.499,1209.6,1092.5,0.0,1200.0,obsend,1090.6,1092.5,1029.9,1103.5,dark,0.9,20210512
65,sv3,dark,dark,sv3dark,1,1131.2,183.186,-0.083,1211.4,1143.7,0.0,1200.0,obsend,1150.2,1143.7,1106.0,1331.4,dark,0.9,20210512
38,sv3,dark,dark,sv3dark,2,1549.3,179.691,-0.078,1285.4,1204.2,0.0,1200.0,obsend,1213.4,1204.2,1169.7,1273.8,dark,0.9,20210512
594,sv3,bright,bright,sv3bright,1,304.8,235.936,43.433,228.1,230.2,0.0,220.0,obsend,232.8,242.9,230.2,175.0,bright,0.9,20210512
80870,sv1,other,scndhetdex,sv1scndhetdex,5,8140.2,225.0,51.5,0.0,11306.4,0.0,1000.0,obsend,11272.0,11306.4,10730.4,11498.8,other,0.9,20210513
564,sv3,bright,bright,sv3bright,1,312.8,269.473,62.503,224.7,230.7,0.0,220.0,obsend,228.6,229.4,230.7,182.5,bright,0.9,20210513
445,sv3,dark,dark,sv3dark,2,2020.7,179.48,0.208,1207.0,1125.0,0.0,1200.0,obsend,1152.6,1125.0,1156.4,1024.4,dark,0.9,20210513
81112,special,dark,dark,specialdark,2,240.1,278.0,34.5,0.0,122.8,0.0,1000.0,obsstart,116.6,122.8,128.4,71.6,dark,0.85,20210513
518,sv3,dark,dark,sv3dark,1,1721.4,212.766,-0.715,1206.9,1433.1,0.0,1200.0,obsend,1433.2,1433.1,1388.6,1466.4,dark,0.9,20210513
581,sv3,dark,dark,sv3dark,1,981.8,236.225,43.371,1214.0,1356.2,0.0,1200.0,obsend,1369.2,1356.2,1273.7,1535.2,dark,0.9,20210513
533,sv3,bright,bright,sv3bright,1,450.4,212.909,-0.55,223.3,271.7,0.0,220.0,obsend,271.0,274.8,271.7,198.2,bright,0.9,20210513
466,sv3,dark,dark,sv3dark,1,1683.6,216.092,-0.48,1143.9,1312.1,0.0,1200.0,obsend,1313.4,1312.1,1277.7,1264.7,dark,0.9,20210513
80975,sv1,other,dc3r2,sv1dc3r2,1,1800.1,217.5,0.0,0.0,1571.8,0.0,150.0,obsend,1584.0,1571.8,1589.9,1662.2,other,0.9,20210513
448,sv3,dark,dark,sv3dark,2,2186.2,183.22,-0.208,1205.8,1257.7,0.0,1200.0,obsend,1316.5,1257.7,1317.9,1173.8,dark,0.9,20210513
503,sv3,bright,bright,sv3bright,1,563.6,194.87,24.75,225.7,241.1,0.0,220.0,obsend,231.5,242.6,241.1,163.4,bright,0.9,20210513
491,sv3,dark,dark,sv3dark,1,1364.9,194.85,24.621,1208.0,1407.7,0.0,1200.0,obsend,1444.2,1407.7,1381.2,1525.8,dark,0.9,20210513
548,sv3,dark,dark,sv3dark,1,985.1,269.657,62.405,1218.0,1234.2,0.0,1200.0,obsend,1233.2,1234.2,1149.5,1235.5,dark,0.9,20210513
21202,main,bright,bright,mainbright,1,547.0,218.264,33.645,181.5,205.3,0.0,180.0,obsend,199.7,191.6,205.3,154.4,bright,0.85,20210514
21196,main,bright,bright,mainbright,1,566.2,214.298,34.258,181.3,203.1,0.0,180.0,obsend,197.2,189.6,203.1,149.8,bright,0.85,20210514
20654,main,bright,bright,mainbright,1,558.1,182.276,34.456,185.4,174.2,0.0,180.0,obsend,160.4,151.6,174.2,182.7,bright,0.85,20210514
2196,main,dark,dark,maindark,3,3560.0,214.298,34.258,1002.9,1057.9,0.0,1000.0,obsend,1113.2,1057.9,1131.8,878.6,dark,0.85,20210514
21184,main,bright,bright,mainbright,2,1801.6,203.941,32.308,180.9,252.6,0.0,180.0,obsend,241.2,228.4,252.6,155.3,bright,0.85,20210514
20257,main,bright,bright,mainbright,1,649.7,228.893,34.3,182.8,210.4,0.0,180.0,obsend,205.9,199.8,210.4,139.6,bright,0.85,20210514
20923,main,bright,bright,mainbright,1,399.3,254.418,33.945,182.5,195.8,0.0,180.0,obsend,192.8,191.9,195.8,142.1,bright,0.85,20210514
20240,main,bright,bright,mainbright,1,585.4,232.699,33.213,181.8,206.3,0.0,180.0,obsend,202.6,198.9,206.3,132.4,bright,0.85,20210514
1404,main,dark,dark,maindark,2,1987.0,248.17,3.391,1001.1,1114.2,0.0,1000.0,obsend,1117.8,1114.2,1077.8,993.7,dark,0.85,20210514
21162,main,bright,bright,mainbright,1,967.1,210.224,34.737,182.2,226.5,0.0,180.0,obsend,219.3,206.7,226.5,166.6,bright,0.85,20210514
1750,main,dark,dark,maindark,1,771.2,246.825,34.183,1016.4,982.6,0.0,1000.0,obsend,982.7,982.6,922.5,1048.4,dark,0.85,20210514
1751,main,dark,dark,maindark,1,945.1,243.389,32.48,1011.7,970.1,0.0,1000.0,obsend,982.8,970.1,930.9,1005.2,dark,0.85,20210514
20377,main,bright,bright,mainbright,1,638.5,177.524,34.331,181.0,162.8,0.0,180.0,obsend,146.3,146.0,162.8,147.1,bright,0.85,20210514
1433,main,dark,dark,maindark,2,2352.2,256.4,5.273,1004.0,1333.1,0.0,1000.0,obsend,1265.4,1333.1,1188.2,783.8,dark,0.85,20210514
21181,main,bright,bright,mainbright,1,589.3,199.992,32.447,182.1,208.0,0.0,180.0,obsend,200.1,189.7,208.0,171.1,bright,0.85,20210514
2175,main,dark,dark,maindark,3,3342.7,186.092,33.4,1004.8,1037.9,0.0,1000.0,obsend,1098.9,1037.9,1142.4,1152.3,dark,0.85,20210514
1738,main,dark,dark,maindark,1,877.4,239.649,33.976,1011.1,1051.4,0.0,1000.0,obsend,1019.3,1051.4,947.6,915.0,dark,0.85,20210515
1918,main,dark,dark,maindark,1,1014.3,257.712,32.072,1007.2,1033.6,0.0,1000.0,obsend,1003.0,1033.6,944.1,938.9,dark,0.85,20210515
1912,main,dark,dark,maindark,1,960.0,261.405,33.501,1006.3,1100.5,0.0,1000.0,obsend,1052.7,1100.5,987.4,977.7,dark,0.85,20210515
20776,main,bright,bright,mainbright,1,379.2,231.975,36.497,181.4,214.8,0.0,180.0,obsend,216.6,220.9,214.8,141.8,bright,0.85,20210515
1240,main,dark,dark,maindark,2,1684.0,232.699,33.213,1005.2,1072.7,0.0,1000.0,obsend,1069.8,1072.7,1035.6,896.6,dark,0.85,20210515
1241,main,dark,dark,maindark,1,1101.7,225.974,32.025,1004.5,1074.3,0.0,1000.0,obsend,1066.2,1074.3,1008.0,1063.5,dark,0.85,20210515
2161,main,dark,dark,maindark,1,1135.0,206.176,35.08,1005.1,1045.3,0.0,1000.0,obsend,1039.3,1045.3,985.3,1032.9,dark,0.85,20210515
20914,main,bright,bright,mainbright,1,298.2,264.913,31.555,186.7,209.7,0.0,180.0,obsend,211.9,222.1,209.7,140.2,bright,0.85,20210515
2172,main,dark,dark,maindark,1,1211.3,195.935,32.491,1004.4,1136.3,0.0,1000.0,obsend,1109.0,1136.3,1045.7,1025.8,dark,0.85,20210515
2173,main,dark,dark,maindark,2,1953.6,190.022,34.079,1004.9,1166.7,0.0,1000.0,obsend,1144.7,1166.7,1111.2,874.5,dark,0.85,20210515
1737,main,dark,dark,maindark,1,838.3,243.053,35.806,1014.0,1027.2,0.0,1000.0,obsend,1004.1,1027.2,939.7,959.8,dark,0.85,20210515
1749,main,dark,dark,maindark,1,980.9,246.626,37.517,1005.5,1096.7,0.0,1000.0,obsend,1072.8,1096.7,1006.1,975.6,dark,0.85,20210515
2181,main,dark,dark,maindark,1,1360.2,199.992,32.447,1008.4,1106.3,0.0,1000.0,obsend,1096.5,1106.3,1045.7,1015.4,dark,0.85,20210515
20888,main,bright,bright,mainbright,1,288.6,271.59,30.864,186.4,203.0,0.0,180.0,obsend,202.3,219.6,203.0,135.3,bright,0.85,20210515
1762,main,dark,dark,maindark,1,1310.6,250.42,35.752,1010.1,1347.1,0.0,1000.0,obsend,1302.9,1347.1,1219.1,1149.1,dark,0.85,20210515
1765,main,dark,dark,maindark,1,912.7,235.838,35.314,1009.8,1080.8,0.0,1000.0,obsend,1043.4,1080.8,969.3,908.1,dark,0.85,20210515
21161,main,bright,bright,mainbright,1,344.1,206.176,35.08,185.8,205.5,0.0,180.0,obsend,205.3,209.0,205.5,150.4,bright,0.85,20210515
2187,main,dark,dark,maindark,2,2487.5,191.371,38.031,1004.1,1187.1,0.0,1000.0,obsend,1183.4,1187.1,1163.5,890.6,dark,0.85,20210516
2184,main,dark,dark,maindark,1,1225.6,203.941,32.308,1014.2,1077.9,0.0,1000.0,obsend,1053.0,1077.9,1007.8,969.0,dark,0.85,20210516
2220,main,dark,dark,maindark,1,908.9,222.155,32.896,1010.5,1000.4,0.0,1000.0,obsend,976.6,1000.4,915.4,851.9,dark,0.85,20210516
2160,main,dark,dark,maindark,1,1468.5,200.122,38.229,1006.0,1096.5,0.0,1000.0,obsend,1080.2,1096.5,1032.2,918.4,dark,0.85,20210516
2195,main,dark,dark,maindark,1,927.9,216.949,36.805,1018.3,1086.8,0.0,1000.0,obsend,1048.3,1086.8,975.3,919.9,dark,0.85,20210516
1791,main,dark,dark,maindark,1,827.5,223.944,38.495,1011.5,1003.8,0.0,1000.0,obsend,980.9,1003.8,911.8,845.2,dark,0.85,20210516
21219,main,bright,bright,mainbright,1,468.7,187.317,36.583,185.7,200.0,0.0,180.0,obsend,197.4,200.2,200.0,146.2,bright,0.85,20210516
2202,main,dark,dark,maindark,1,1095.9,218.264,33.645,1004.6,1006.0,0.0,1000.0,obsend,983.8,1006.0,928.6,840.7,dark,0.85,20210516
21175,main,bright,bright,mainbright,1,469.8,186.092,33.4,181.4,203.1,0.0,180.0,obsend,200.9,204.5,203.1,149.3,bright,0.85,20210516
21169,main,bright,bright,mainbright,1,425.5,198.009,35.351,182.3,199.9,0.0,180.0,obsend,199.1,202.2,199.9,131.2,bright,0.85,20210516
21156,main,bright,bright,mainbright,1,320.1,208.58,37.801,188.9,212.9,0.0,180.0,obsend,214.6,223.4,212.9,154.6,bright,0.85,20210516
2156,main,dark,dark,maindark,1,1482.3,208.58,37.801,1009.3,1082.2,0.0,1000.0,obsend,1070.1,1082.2,1022.2,884.7,dark,0.85,20210516
1776,main,dark,dark,maindark,1,1043.3,231.975,36.497,1010.1,1091.3,0.0,1000.0,obsend,1072.7,1091.3,1003.7,873.3,dark,0.85,20210516
1257,main,dark,dark,maindark,1,896.7,228.893,34.3,1014.1,1026.5,0.0,1000.0,obsend,996.1,1026.5,927.0,783.6,dark,0.85,20210516
1243,main,dark,dark,maindark,1,995.5,236.431,32.013,1014.8,1081.4,0.0,1000.0,obsend,1053.9,1081.4,984.9,821.1,dark,0.85,20210516
1392,main,dark,dark,maindark,1,1065.7,259.95,13.52,1008.8,1231.1,0.0,1000.0,obsend,1161.5,1231.1,1054.3,907.7,dark,0.85,20210517
1429,main,dark,dark,maindark,2,1740.6,259.716,10.143,828.7,1077.2,0.0,1000.0,obsend,1003.5,1077.2,950.0,551.2,dark,0.85,20210517
519,sv3,dark,dark,sv3dark,1,1378.3,212.909,-0.55,1208.1,1174.9,0.0,1200.0,obsend,1172.4,1174.9,1151.0,1363.6,dark,0.9,20210517
534,sv3,bright,bright,sv3bright,1,369.4,212.681,-0.617,228.1,239.9,0.0,220.0,obsend,235.6,236.7,239.9,202.0,bright,0.9,20210517
549,sv3,dark,dark,sv3dark,1,850.2,269.967,62.57,1214.7,1235.0,0.0,1200.0,obsend,1190.3,1235.0,1121.7,1055.7,dark,0.9,20210517
20587,main,bright,bright,mainbright,1,389.0,200.106,-5.729,181.8,206.5,0.0,180.0,obsend,201.9,204.3,206.5,152.7,bright,0.85,20210517
1391,main,dark,dark,maindark,1,879.3,256.862,12.081,1015.0,1106.5,0.0,1000.0,obsend,1067.3,1106.5,989.4,972.8,dark,0.85,20210517
20576,main,bright,bright,mainbright,1,663.3,186.712,-3.793,182.1,216.0,0.0,180.0,obsend,208.1,209.5,216.0,135.8,bright,0.85,20210517
20575,main,bright,bright,mainbright,1,537.1,190.133,-4.315,185.0,216.3,0.0,180.0,obsend,210.1,209.5,216.3,149.9,bright,0.85,20210517
20574,main,bright,bright,mainbright,1,649.3,187.987,-6.889,182.7,223.9,0.0,180.0,obsend,216.5,215.4,223.9,155.3,bright,0.85,20210517
20090,main,bright,bright,mainbright,1,415.3,210.086,-7.111,182.5,205.6,0.0,180.0,obsend,201.3,204.5,205.6,143.7,bright,0.85,20210517
20274,main,bright,bright,mainbright,2,1456.7,177.311,-5.36,251.2,216.2,0.0,180.0,obsend,194.6,200.0,216.2,155.0,bright,0.85,20210517
1000,main,dark,dark,maindark,1,1240.3,238.282,0.0,1003.8,1085.6,0.0,1000.0,obsend,1066.3,1085.6,1003.4,927.0,dark,0.85,20210517
20572,main,bright,bright,mainbright,1,495.5,191.365,-7.419,182.8,204.2,0.0,180.0,obsend,198.5,197.6,204.2,142.1,bright,0.85,20210517
1081,main,dark,dark,maindark,2,1844.3,215.439,-4.94,1006.5,1100.6,0.0,1000.0,obsend,1076.2,1100.6,1068.0,861.3,dark,0.85,20210517
1130,main,dark,dark,maindark,1,1114.0,235.521,1.876,1006.8,1044.7,0.0,1000.0,obsend,1048.5,1044.7,993.4,996.4,dark,0.85,20210517
1405,main,dark,dark,maindark,1,1252.4,242.557,3.306,1004.0,1101.8,0.0,1000.0,obsend,1093.4,1101.8,1035.8,947.7,dark,0.85,20210517
1586,main,dark,dark,maindark,1,1752.6,201.378,-8.839,1002.3,1128.8,0.0,1000.0,obsend,1121.0,1128.8,1113.1,1062.2,dark,0.85,20210517
1406,main,dark,dark,maindark,1,1202.8,245.391,1.538,1010.2,1074.7,0.0,1000.0,obsend,1071.1,1074.7,1019.0,943.6,dark,0.85,20210517
1106,main,dark,dark,maindark,2,1956.7,227.645,-3.689,1004.8,1139.9,0.0,1000.0,obsend,1109.7,1139.9,1078.1,853.5,dark,0.85,20210517
1573,main,dark,dark,maindark,1,1561.6,194.693,-7.93,1005.1,1061.1,0.0,1000.0,obsend,1057.4,1061.1,1050.4,1041.5,dark,0.85,20210517
1412,main,dark,dark,maindark,1,1041.7,253.322,3.953,1007.3,1190.4,0.0,1000.0,obsend,1147.9,1190.4,1062.8,942.9,dark,0.85,20210517
1413,main,dark,dark,maindark,1,1300.0,248.62,0.084,1005.5,1199.4,0.0,1000.0,obsend,1169.1,1199.4,1095.4,951.1,dark,0.85,20210517
1090,main,dark,dark,maindark,1,1408.4,210.086,-7.111,1004.1,1071.3,0.0,1000.0,obsend,1058.8,1071.3,1043.5,1052.2,dark,0.85,20210517
20581,main,bright,bright,mainbright,1,938.2,181.051,-5.765,181.5,247.3,0.0,180.0,obsend,235.7,246.0,247.3,162.4,bright,0.85,20210518
20582,main,bright,bright,mainbright,1,713.3,193.466,-4.815,183.1,248.8,0.0,180.0,obsend,239.4,242.6,248.8,172.7,bright,0.85,20210518
20585,main,bright,bright,mainbright,1,523.4,198.036,-8.371,183.6,244.6,0.0,180.0,obsend,235.9,239.6,244.6,197.8,bright,0.85,20210518
1080,main,dark,dark,maindark,2,2288.3,218.757,-5.404,1002.4,1133.7,0.0,1000.0,obsend,1098.4,1133.7,1106.3,823.3,dark,0.85,20210518
550,sv3,dark,dark,sv3dark,1,1167.2,269.473,62.503,1208.4,1093.5,0.0,1200.0,obsend,1055.9,1093.5,1061.3,855.3,dark,0.9,20210518
20573,main,bright,bright,mainbright,1,569.7,194.693,-7.93,181.3,230.4,0.0,180.0,obsend,222.2,229.7,230.4,168.2,bright,0.85,20210518
520,sv3,dark,dark,sv3dark,2,2563.3,212.681,-0.617,1201.9,1379.6,0.0,1200.0,obsend,1344.6,1379.6,1362.4,1154.6,dark,0.9,20210518
1252,main,dark,dark,maindark,1,1367.2,239.216,3.204,1004.3,970.8,0.0,1000.0,obsend,972.5,970.8,936.4,784.0,dark,0.85,20210518
1432,main,dark,dark,maindark,1,1305.7,242.322,6.635,1004.7,1018.0,0.0,1000.0,obsend,1036.6,1018.0,996.3,830.0,dark,0.85,20210518
1098,main,dark,dark,maindark,1,1759.0,232.882,-0.167,1004.8,1145.0,0.0,1000.0,obsend,1103.7,1145.0,1081.7,946.0,dark,0.85,20210518
20089,main,bright,bright,mainbright,1,456.9,213.415,-7.603,182.3,213.5,0.0,180.0,obsend,206.2,209.4,213.5,155.3,bright,0.85,20210518
20586,main,bright,bright,mainbright,1,495.6,201.378,-8.839,182.1,225.2,0.0,180.0,obsend,216.4,218.4,225.2,180.9,bright,0.85,20210518
20083,main,bright,bright,mainbright,1,504.0,212.124,-4.461,182.0,209.2,0.0,180.0,obsend,201.7,202.2,209.2,145.3,bright,0.85,20210518
1588,main,dark,dark,maindark,2,2493.6,203.429,-6.193,1001.7,1208.8,0.0,1000.0,obsend,1184.8,1208.8,1208.9,983.3,dark,0.85,20210518
1727,main,dark,dark,maindark,1,723.1,238.337,43.936,1013.3,926.9,0.0,1000.0,obsend,905.8,926.9,882.3,1090.6,dark,0.85,20210519
1734,main,dark,dark,maindark,1,937.6,234.658,41.933,1007.4,1165.7,0.0,1000.0,obsend,1077.6,1165.7,1035.4,1140.1,dark,0.85,20210519
1731,main,dark,dark,maindark,1,664.4,246.408,47.526,1019.1,988.4,0.0,1000.0,obsend,987.9,988.4,929.8,1167.1,dark,0.85,20210519
20588,main,bright,bright,mainbright,2,1409.1,203.429,-6.193,181.8,254.8,0.0,180.0,obsend,244.6,256.6,254.8,142.0,bright,0.85,20210519
20765,main,bright,bright,mainbright,1,295.4,235.838,35.314,184.9,197.7,0.0,180.0,obsend,192.1,203.2,197.7,166.6,bright,0.85,20210519
21220,main,bright,bright,mainbright,1,565.3,222.155,32.896,182.8,231.0,0.0,180.0,obsend,226.7,234.9,231.0,140.5,bright,0.85,20210519
1728,main,dark,dark,maindark,1,881.7,238.737,40.612,1012.9,1045.4,0.0,1000.0,obsend,996.5,1045.4,983.5,1327.7,dark,0.85,20210519
21206,main,bright,bright,mainbright,1,745.4,216.881,27.959,181.3,245.5,0.0,180.0,obsend,239.7,253.1,245.5,150.8,bright,0.85,20210519
21204,main,bright,bright,mainbright,1,454.1,221.02,36.1,184.9,220.6,0.0,180.0,obsend,215.6,225.8,220.6,149.2,bright,0.85,20210519
1757,main,dark,dark,maindark,1,755.3,255.033,47.258,1017.3,1045.4,0.0,1000.0,obsend,1042.4,1045.4,972.4,1027.3,dark,0.85,20210519
20646,main,bright,bright,mainbright,1,696.8,198.758,55.89,183.3,264.5,0.0,180.0,obsend,261.5,278.1,264.5,153.3,bright,0.85,20210519
20791,main,bright,bright,mainbright,1,397.5,223.944,38.495,187.4,211.5,0.0,180.0,obsend,205.3,214.7,211.5,155.9,bright,0.85,20210519
1759,main,dark,dark,maindark,1,674.4,250.537,45.763,1026.1,979.6,0.0,1000.0,obsend,972.4,979.6,912.8,1011.1,dark,0.85,20210519
20641,main,bright,bright,mainbright,1,696.4,184.898,63.65,181.3,242.3,0.0,180.0,obsend,238.9,260.4,242.3,154.6,bright,0.85,20210519
1740,main,dark,dark,maindark,1,659.5,246.45,50.864,1025.1,1018.3,0.0,1000.0,obsend,1015.0,1018.3,944.9,1046.8,dark,0.85,20210519
1739,main,dark,dark,maindark,1,623.4,242.006,49.136,1015.5,914.8,0.0,1000.0,obsend,915.3,914.8,866.5,992.3,dark,0.85,20210519
1895,main,dark,dark,maindark,1,1130.8,265.449,48.189,1006.6,1074.2,0.0,1000.0,obsend,1025.2,1074.2,1001.9,828.3,dark,0.85,20210519
1766,main,dark,dark,maindark,1,1123.6,231.222,39.782,1011.7,1123.1,0.0,1000.0,obsend,1055.6,1123.1,1040.6,1219.8,dark,0.85,20210519
1901,main,dark,dark,maindark,1,703.6,260.765,49.469,1022.3,1014.6,0.0,1000.0,obsend,1008.1,1014.6,941.7,1010.1,dark,0.85,20210519
1773,main,dark,dark,maindark,1,1308.4,227.06,40.815,1006.7,1279.9,0.0,1000.0,obsend,1178.9,1279.9,1141.5,1036.9,dark,0.85,20210519
20109,main,bright,bright,mainbright,1,1151.6,206.758,-6.64,136.9,196.2,0.0,180.0,obsend,189.4,199.8,196.2,111.8,bright,0.85,20210519
1790,main,dark,dark,maindark,1,836.8,260.263,52.792,1008.5,1033.6,0.0,1000.0,obsend,1028.1,1033.6,963.5,936.8,dark,0.85,20210519
2204,main,dark,dark,maindark,1,1679.3,221.02,36.1,1006.7,1321.3,0.0,1000.0,obsend,1215.0,1321.3,1190.6,987.5,dark,0.85,20210519
1741,main,dark,dark,maindark,1,846.4,250.852,49.094,1013.5,1041.4,0.0,1000.0,obsend,1042.4,1041.4,976.9,942.4,dark,0.85,20210519
20004,main,bright,bright,mainbright,1,753.8,180.0,69.094,182.0,232.9,0.0,180.0,obsend,225.2,255.9,232.9,155.5,bright,0.85,20210519
1735,main,dark,dark,maindark,2,2257.7,242.718,39.133,1002.6,1402.4,0.0,1000.0,obsend,1259.7,1402.4,1261.9,1029.0,dark,0.85,20210521
1911,main,dark,dark,maindark,1,740.5,258.073,35.396,1014.7,1008.3,0.0,1000.0,obsend,1003.7,1008.3,935.0,973.2,dark,0.85,20210521
21071,main,bright,bright,mainbright,2,667.0,279.045,53.08,211.8,234.4,0.0,180.0,obsend,218.3,243.8,234.4,111.5,bright,0.85,20210521
1927,main,dark,dark,maindark,1,1359.9,250.861,32.434,1010.6,977.7,0.0,1000.0,obsend,928.3,977.7,937.7,1089.5,dark,0.85,20210521
551,sv3,dark,dark,sv3dark,1,1308.2,269.926,62.441,1210.9,1301.8,0.0,1200.0,obsend,1262.8,1301.8,1187.0,932.1,dark,0.9,20210521
20199,main,bright,bright,mainbright,1,870.4,231.252,24.435,181.7,280.1,0.0,180.0,obsend,274.2,307.0,280.1,170.1,bright,0.85,20210521
20911,main,bright,bright,mainbright,1,382.9,258.073,35.396,182.9,207.2,0.0,180.0,obsend,201.4,215.2,207.2,161.1,bright,0.85,20210521
20212,main,bright,bright,mainbright,1,1065.1,236.45,5.083,181.9,254.4,0.0,180.0,obsend,248.1,276.5,254.4,147.8,bright,0.85,20210521
1928,main,dark,dark,maindark,1,888.7,254.197,30.612,1011.5,962.9,0.0,1000.0,obsend,968.3,962.9,929.2,958.4,dark,0.85,20210521
20655,main,bright,bright,mainbright,1,685.8,207.29,52.877,181.3,255.5,0.0,180.0,obsend,250.7,282.7,255.5,172.4,bright,0.85,20210521
1913,main,dark,dark,maindark,1,733.6,261.379,30.163,1011.5,1004.3,0.0,1000.0,obsend,997.3,1004.3,922.9,911.5,dark,0.85,20210521
20750,main,bright,bright,mainbright,1,457.7,246.825,34.183,184.1,231.9,0.0,180.0,obsend,226.6,249.0,231.9,175.2,bright,0.85,20210521
20775,main,bright,bright,mainbright,1,707.8,228.012,37.56,184.6,256.6,0.0,180.0,obsend,250.1,276.7,256.6,171.7,bright,0.85,20210521
20768,main,bright,bright,mainbright,1,767.0,226.01,44.081,184.6,258.2,0.0,180.0,obsend,251.6,279.4,258.2,165.1,bright,0.85,20210521
20918,main,bright,bright,mainbright,1,404.6,257.712,32.072,188.1,227.8,0.0,180.0,obsend,223.2,242.6,227.8,178.9,bright,0.85,20210521
21194,main,bright,bright,mainbright,1,742.0,218.402,42.469,182.1,267.8,0.0,180.0,obsend,262.3,294.5,267.8,178.6,bright,0.85,20210521
21180,main,bright,bright,mainbright,1,640.1,215.131,48.957,187.6,290.5,0.0,180.0,obsend,285.6,320.4,290.5,201.5,bright,0.85,20210521
20779,main,bright,bright,mainbright,1,811.3,220.054,48.222,181.9,266.1,0.0,180.0,obsend,260.8,290.4,266.1,155.5,bright,0.85,20210521
20405,main,bright,bright,mainbright,2,1801.3,242.557,3.306,181.2,278.5,0.0,180.0,obsend,269.4,299.9,278.5,168.2,bright,0.85,20210521
21167,main,bright,bright,mainbright,1,749.9,216.861,45.693,182.5,278.8,0.0,180.0,obsend,273.8,306.0,278.8,181.0,bright,0.85,20210521
20835,main,bright,bright,mainbright,2,1827.2,310.453,0.055,162.0,218.9,0.0,180.0,obsend,215.0,272.7,218.9,63.0,bright,0.85,20210522
20418,main,bright,bright,mainbright,2,1627.2,245.062,15.892,181.3,296.8,0.0,180.0,obsend,295.7,350.1,296.8,125.1,bright,0.85,20210522
20773,main,bright,bright,mainbright,1,984.2,227.06,40.815,182.7,283.1,0.0,180.0,obsend,283.5,335.1,283.1,153.1,bright,0.85,20210522
20425,main,bright,bright,mainbright,2,2031.6,263.123,14.947,181.0,304.4,0.0,180.0,obsend,305.3,358.0,304.4,102.2,bright,0.85,20210522
20930,main,bright,bright,mainbright,1,752.0,267.139,22.932,182.1,229.8,0.0,180.0,obsend,227.4,251.7,229.8,127.6,bright,0.85,20210522
20427,main,bright,bright,mainbright,1,1131.8,266.716,19.618,183.5,263.3,0.0,180.0,obsend,261.0,297.9,263.3,147.5,bright,0.85,20210522
20430,main,bright,bright,mainbright,2,2733.5,251.84,0.962,180.2,337.1,0.0,180.0,obsend,343.3,424.5,337.1,108.4,bright,0.85,20210522
20774,main,bright,bright,mainbright,1,1037.6,222.786,41.722,182.1,297.3,0.0,180.0,obsend,297.5,352.1,297.3,150.7,bright,0.85,20210522
20243,main,bright,bright,mainbright,1,830.7,236.431,32.013,182.4,296.8,0.0,180.0,obsend,298.8,355.7,296.8,161.4,bright,0.85,20210522
20235,main,bright,bright,mainbright,1,926.5,241.086,24.059,181.5,307.7,0.0,180.0,obsend,313.9,386.3,307.7,148.1,bright,0.85,20210522
